Date,Day of Week,Time Reported,Type,Status,Location,Area,Description,Lat,Long
08-23-2018,4,12:51 PM,MOTOR VEHICLE ACCIDENT,CLOSED,200 LONGWOOD AVE,BOSTON,Officer dispatched to take a report of a motor vehicle accident with no personal injuries.,42.3358831,-71.1035154
08-23-2018,4,5:17 PM,ANNOYING CALLS/TEXTS/EMAILS,CLOSED,79 JFK ST,CAMBRIDGE,Officer dispatched to take a walk in report of annoying phone calls and text messages an individual has received.,42.3709808,-71.1221527
08-23-2018,4,10:02 PM,THEFT REPORT,CLOSED,107 AVE LOUIS PASTEUR,BOSTON,Officer dispatched to take a report of a stolen wooden table valued at $40.00.,42.3374553,-71.103876
08-23-2018,4,10:33 PM,THEFT REPORT,CLOSED,79 N HARVARD ST,ALLSTON,Officer dispatched to take a report of an attempted theft of a pair of hockey skates.,42.3667301,-71.127491
08-23-2018,4,11:31 PM,SUSPICIOUS ACTIVITY,OPEN,77 AVE LOUIS PASTEUR,BOSTON,Officer dispatched to take a report of a suspicious incident.,42.33854,-71.1026766
08-22-2018,3,7:54 AM,UNWANTED GUEST,CLOSED,8 STORY ST,CAMBRIDGE,"Officers dispatched to a report of an unwanted guest sleeping in the alleyway. Officers arrived, located individual and sent them on their way.",42.3739234,-71.1220834
08-22-2018,3,10:23 AM,ASSIST CAMBRIDGE POLICE,CLOSED,JFK ST,CAMBRIDGE,Officer dispatched to take a report of a bicyclist struck accidentally by a car door. An individual was transported to a medical facility in this incident.,42.3719077,-71.1209716
08-22-2018,3,10:49 AM,TRESPASS WARNING,CLOSED,1585 MASSACHUSETTS AVE,CAMBRIDGE,"Officer dispatched to a report of an unwanted guest in the cafeteria area wandering around. Officer arrived, located individual and conducted a field interview. The individual was run for wants/warrants with negative results. The individual was then issued a verbal trespass warning for all Harvard University property and sent on their way.",42.3790947,-71.1187539
08-22-2018,3,1:37 PM,SUSPICIOUS ACTIVITY,OPEN,1350 MASSACHUSETTS AVE,CAMBRIDGE,Officer dispatched to take a report of a bias related suspicious incident.,42.372708,-71.1188362
08-22-2018,3,8:14 PM,THEFT REPORT,CLOSED,4 BLACKFAN CIR,BOSTON,Officer dispatched to take a report of a stolen black Trek bicycle valued at $300.00. The reporting individual informed the officer that their bicycle was secured to the bike rack with a cable lock which was cut and left at the scene.,42.3384593,-71.1032567
08-21-2018,2,7:55 AM,UNWANTED GUEST,CLOSED,8 STORY ST,CAMBRIDGE,"Officers dispatched to a report of an unwanted guest sleeping in the alleyway. Officers arrived, located individual and sent them on their way.",42.3739234,-71.1220834
08-21-2018,2,2:35 PM,SUSPICIOUS ACTIVITY,CLOSED,79 N HARVARD ST,ALLSTON,Officers dispatched to a report of an individual throwing rocks from the back of the Blodgett pool area. Officers arrived and report individual gone on arrival.,42.3667301,-71.127491
08-21-2018,2,5:32 PM,SUSPICIOUS ACTIVITY,CLOSED,31 HARVARD YARD,CAMBRIDGE,Officer dispatched to take a report of suspicious activity.,42.3743935,-71.1162572
08-21-2018,2,6:59 PM,SUSPICIOUS ACTIVITY,CLOSED,70 N HARVARD ST,ALLSTON,"Officers dispatched to a report of three individuals in the building who may not have authorization to be there. Officers arrived, located individuals who were allowed to be in the building.",42.3663963,-71.1247173
08-21-2018,2,9:54 PM,THEFT REPORT,CLOSED,21 HARVARD YARD,CAMBRIDGE,Officer dispatched to take a report of a stolen gold necklace valued at $700.00.,42.3660297,-71.0953872
08-20-2018,1,10:54 AM,ANNOYING CALLS/TEXTS/EMAILS,CLOSED,75 MT AUBURN ST,CAMBRIDGE,Officer dispatched to take a report of annoying emails a department has received.,42.3726398,-71.1186448
08-20-2018,1,12:14 PM,SUSPICIOUS ACTIVITY,CLOSED,79 JFK ST,CAMBRIDGE,Officer dispatched to take a report of a suspicious phone call an individual received.,42.3709808,-71.1221527
08-20-2018,1,3:26 PM,SUSPICIOUS ACTIVITY,CLOSED,190 LONGWOOD AVE,BOSTON,Officers dispatched to take a report of a suspicious incident.,42.3358209,-71.1023117
08-20-2018,1,3:42 PM,NOISE COMPLAINT,CLOSED,15 EVERETT ST,CAMBRIDGE,Officer dispatched to take a report of a noise complaint.,42.3802928,-71.1185336
08-20-2018,1,6:34 PM,DRUG LAW VIOLATION,ARREST,1350 MASSACHUSETTS AVE,CAMBRIDGE,"Officer while on patrol observed two individuals engaged in what they believed to be a drug deal. Upon further observation the officer witnessed a hand to hand drug transaction. Officer then approached the individuals. One the individuals began to walk away at the same time throwing a handful of yellow pills, which later were identified as Clonidine, a Class E narcotic, behind them. At this time, two CPD officers as well an additional HUPD officer arrived on scene to assist. Both individuals were then searched for more contraband which yielded positive results for more Clonidine and Suboxone as well as drug paraphernalia. Both individuals were then run for wants/warrants negative results and then placed under arrest for Possession of a Class E Substance and Intent to Distribute a Class E Substance. Both individuals were also issued verbal trespass warnings for all Harvard University property.",42.372708,-71.1188362
08-20-2018,1,8:02 PM,THEFT REPORT,CLOSED,107 AVE LOUIS PASTEUR,BOSTON,"Officer dispatched to take a report of a stolen grey and green Cannondale bicycle valued at $900.00. The reporting individual informed the officer that their bicycle was secured to the bike rack with a cable lock valued at $30.00, which was also stolen.",42.3374553,-71.103876
08-20-2018,1,11:06 PM,SUSPICIOUS ACTIVITY,CLOSED,46 BLACKSTONE ST,CAMBRIDGE,Officers dispatched to a report of a U-Haul truck in the loading dock area. Officers arrived and report no truck in the area.,42.3642115,-71.1150967
08-19-2018,0,3:00 AM,SUSPICIOUS ACTIVITY,CLOSED,1 OXFORD ST,CAMBRIDGE,Officers dispatched to a report of an individual sleeping in the basement area. Officers arrived and report individual gone on arrival.,42.376431,-71.1169182
08-19-2018,0,8:34 AM,ASSIST BOSTON POLICE,CLOSED,175 N HARVARD ST,ALLSTON,Officer dispatched to a report of a suspicious package on the sidewalk. Officer arrived and report package was empty and was disposed of.,42.3637276,-71.1291203
08-19-2018,0,11:10 PM,MOTOR VEHICLE ACCIDENT,CLOSED,77 AVE LOUIS PASTEUR,BOSTON,Officer dispatched to a report of a motor vehicle accident with no personal injuries.,42.33854,-71.1026766
08-18-2018,6,12:04 PM,UNWANTED GUEST,CLOSED,31 HARVARD YARD,CAMBRIDGE,Officer while on patrol sent an unwanted guest on their way.,42.3743935,-71.1162572
08-17-2018,5,1:38 AM,SUSPICIOUS ACTIVITY,CLOSED,52 OXFORD ST,CAMBRIDGE,Officers dispatched to a report of an individual who got into an unknown vehicle. Officers arrived and report individual mistakenly thought it was a taxi.,42.3799895,-71.1153309
08-17-2018,5,7:12 AM,UNWANTED GUEST,CLOSED,79 JFK ST,CAMBRIDGE,Officers dispatched to a report of an unwanted guest sleeping outside on a bench next to the entrance of the building. Officers arrived and report individual gone on arrival.,42.3709808,-71.1221527
08-17-2018,5,7:32 AM,ASSIST CAMBRIDGE POLICE,CLOSED,QUINCY ST / CAMBRIDGE ST,CAMBRIDGE,Officer dispatched to take a report of bicyclist struck by a motor vehicle. CPD issued the operator of the motor vehicle a citation.,42.3754423,-71.1143357
08-17-2018,5,7:51 AM,UNWANTED GUEST,CLOSED,168 LONGWOOD AVE,BOSTON,Officers dispatched to a report of an unwanted guest sleeping in the area. Officers arrived and report individual is up and was leaving the area.,42.3358748,-71.1002495
08-17-2018,5,8:54 AM,SUSPICIOUS MAIL/ PACKAGE/BAG,CLOSED,111 WESTERN AVE,ALLSTON,Officer dispatched to a report of an unattended backpack on a bench. Officer arrived and report owner had arrived on scene and retrieved property.,42.3644675,-71.1199197
08-17-2018,5,1:13 PM,THREAT(S),OPEN,1350 MASSACHUSETTS AVE,CAMBRIDGE,Officer dispatched to take a report of threats.,42.372708,-71.1188362
08-17-2018,5,11:11 PM,FIELD INTERVIEW,CLOSED,8 PRESCOTT ST,CAMBRIDGE,"Officers dispatched to a report of three unwanted guests in the area. Officers arrived, located three juveniles and conducted field interviews. The individuals were informed that they were on private property and were sent on their way.",42.3725699,-71.1137935
08-16-2018,4,6:33 AM,UNWANTED GUEST,CLOSED,70 N HARVARD ST,ALLSTON,"Officers dispatched to a report of an unwanted guest in the area. Officers arrived, located individual and sent them on their way.",42.3663963,-71.1247173
08-16-2018,4,7:09 AM,SUSPICIOUS ACTIVITY,CLOSED,15 HARVARD WAY,ALLSTON,Officer dispatched to a report of an individual stumbling around the area. Officer arrived and report individual gone on arrival.,42.354078,-71.1333166
08-16-2018,4,10:13 AM,FRAUD,OPEN,718 HUNTINGTON AVE,BOSTON,Officer dispatched to take a report of fraud.,42.3341861,-71.1042205
08-16-2018,4,1:02 PM,THEFT REPORT,CLOSED,4 BLACKFAN CIR,BOSTON,"Officer dispatched to take a report of a stolen black and white Kent bicycle valued at $180.00. The reporting individual informed the officer that their bicycle was secured to the bike rack with a cable lock valued at $30.00, which was also stolen.",42.3384593,-71.1032567
08-16-2018,4,1:16 PM,UNWANTED GUEST,CLOSED,124 MT AUBURN ST,CAMBRIDGE,Officer dispatched to take a report of an unwanted guest that was recently in the building.,42.3730737,-71.1235453
08-16-2018,4,3:03 PM,SUSPICIOUS ACTIVITY,CLOSED,8 STORY ST,CAMBRIDGE,Officer dispatched to take a report of ongoing suspicious activity.,42.3739234,-71.1220834
08-16-2018,4,6:22 PM,SKATEBOARD/BIKE COMPLAINT,CLOSED,17 HARVARD YARD,CAMBRIDGE,Officer dispatched to a report of individuals skateboarding in the area. Officer arrived and report individuals gone on arrival.,42.3660305,-71.0953892
08-16-2018,4,11:56 PM,SUSPICIOUS ACTIVITY,CLOSED,29 GARDEN ST,CAMBRIDGE,Officers dispatched to a report of an individual possibly on the roof of the building. Officers arrived and report negative results.,42.3790651,-71.1237049
08-16-2018,4,11:57 PM,MOTOR VEHICLE THEFT,CLOSED,1 OXFORD ST,CAMBRIDGE,Officer dispatched to take a report of a recovered stolen Lull machine.,42.376431,-71.1169182
08-15-2018,3,3:46 AM,UNWANTED GUEST,CLOSED,3 HARVARD YARD,CAMBRIDGE,"Officers dispatched to a report of an unwanted guest sleeping on the side of the building. Officers arrived, located individual and sent them on their way.",42.3743935,-71.1162572
08-15-2018,3,3:48 AM,ASSIST CAMBRIDGE POLICE,CLOSED,29 GRANT ST,CAMBRIDGE,Officer dispatched to take a report of a motor vehicle accident with no personal injuries.,42.3800101,-71.1167679
08-15-2018,3,1:33 PM,UNWANTED GUEST,CLOSED,124 MT AUBURN ST,CAMBRIDGE,Officer dispatched to take a report of an unwanted guest who was recently in the building.,42.3730737,-71.1235453
08-15-2018,3,2:31 PM,ASSIST CAMBRIDGE POLICE,CLOSED,ELLERY ST,CAMBRIDGE,Officer while on patrol took a report of a bicyclist struck by a motor vehicle.,42.3730837,-71.109264
08-15-2018,3,4:10 PM,ASSIST CAMBRIDGE POLICE,CLOSED,LINNAEAN ST,CAMBRIDGE,Officer dispatched to take a report of a suspicious incident.,42.3835701,-71.1234082
08-15-2018,3,6:52 PM,THEFT REPORT,CLOSED,9 HARVARD YARD,CAMBRIDGE,"Officer dispatched to take a walk in report of stolen U.S. currency valued at $270.00, prescription eye glasses valued at $250.00, keys, a license and prescription medication valued at $190.00.",42.3743935,-71.1162572
08-14-2018,2,7:39 AM,UNWANTED GUEST,CLOSED,8 STORY ST,CAMBRIDGE,"Officers dispatched to a report of two unwanted guests sleeping in the alleyway. Officers arrived, located individuals and sent them on their way.",42.3739234,-71.1220834
08-14-2018,2,9:20 AM,SUSPICIOUS ACTIVITY,CLOSED,64 LINNAEAN ST,CAMBRIDGE,Officer dispatched to a report of an object hanging from the roof of the building. Officer arrived and report negative results.,42.381808,-71.1255378
08-14-2018,2,12:21 PM,SUSPICIOUS ACTIVITY,CLOSED,1585 MASSACHUSETTS AVE,CAMBRIDGE,Officer dispatched to take a report of two suspicious incidents.,42.3790947,-71.1187539
08-14-2018,2,12:30 PM,SUSPICIOUS ACTIVITY,CLOSED,32 QUINCY ST,CAMBRIDGE,Officer dispatched to take a report of a suspicious incident.,42.3742185,-71.1141979
08-14-2018,2,12:37 PM,THEFT REPORT,CLOSED,1585 MASSACHUSETTS AVE,CAMBRIDGE,"Officer dispatched to take a report of a stolen Apple laptop valued at $1,100.00.",42.3790947,-71.1187539
08-14-2018,2,12:40 PM,SUSPICIOUS ACTIVITY,CLOSED,50 CHURCH ST,CAMBRIDGE,Officer dispatched to take a report of a suspicious phone call an individual received.,42.3739624,-71.1204815
08-14-2018,2,1:30 PM,VANDALISM,CLOSED,176 LINCOLN ST,ALLSTON,Officer dispatched to take a report of tagging/graffiti done to the side of the building.,42.35846,-71.138452
08-14-2018,2,5:03 PM,ASSIST CAMBRIDGE POLICE,CLOSED,6 JFK ST,CAMBRIDGE,Officer took a report of an indecent assault and battery.,42.3733094,-71.1192871
08-14-2018,2,9:20 PM,DOMESTIC DISTURBANCE,CLOSED,1 WESTERN AVE,ALLSTON,Officer dispatched to take a report of a domestic disturbance.,42.3646441,-71.1189078
08-13-2018,1,3:14 AM,UNWANTED GUEST,CLOSED,101 DUNSTER ST,CAMBRIDGE,"Officers dispatched to a report of an unwanted guest in the atrium area. Officers arrived, located individual and sent them on their way.",42.3704133,-71.1216494
08-13-2018,1,1:53 PM,SUSPICIOUS ACTIVITY,CLOSED,1350 MASSACHUSETTS AVE,CAMBRIDGE,"Officers dispatched to a report of a child sleeping near the entrance to the building. Officers arrived, located parent who stated the child was just tired.",42.372708,-71.1188362
08-13-2018,1,6:24 PM,TRESPASS WARNING,CLOSED,1 OXFORD ST,CAMBRIDGE,"Officers dispatched to a report of an unwanted guest in the building. Officers arrived, located individual and conducted a field interview. The individual was run for wants/warrants with negative results. The individual was then issued a verbal trespass warning for all Harvard University and sent on their way.",42.376431,-71.1169182
08-12-2018,0,12:15 AM,NOISE COMPLAINT,CLOSED,15 EVERETT ST,CAMBRIDGE,Officers dispatched to a report of loud noise coming from a room. Officers arrived and advised individuals from a first floor window to lower noise level.,42.3802928,-71.1185336
08-12-2018,0,3:02 PM,THEFT REPORT,CLOSED,25 SHATTUCK ST,BOSTON,"Officer dispatched to take a report of a stolen Road Master bicycle valued at $90.00. The reporting individual informed the officer that their bicycle was secured to the bike rack with a cable lock valued at $5.00, which was also stolen.",42.3356451,-71.104215
08-11-2018,6,1:43 PM,THEFT REPORT,CLOSED,10 HARVARD YARD,CAMBRIDGE,Officer dispatched to take a report of a stolen black suitcase valued at $100.00.,42.3743935,-71.1162572
08-11-2018,6,5:13 PM,SUSPICIOUS ACTIVITY,CLOSED,12 EVERETT ST,CAMBRIDGE,Officers dispatched to a report of an individual wandering around the building who doesn't seem to have authorization to be there. Officers arrived and report individual gone on arrival.,42.3797576,-71.1183362
08-10-2018,5,7:08 AM,THEFT REPORT,CLOSED,1 OXFORD ST,CAMBRIDGE,"Officer dispatched to take a report of a stolen Apple laptop valued at $1,500.00.",42.376431,-71.1169182
08-10-2018,5,10:13 AM,UNWANTED GUEST,CLOSED,20 EVERETT ST,CAMBRIDGE,Officers dispatched to a report of an unwanted guest sleeping at the rear of the building. Officers arrived and report individual gone on arrival.,42.3795808,-71.1177402
08-10-2018,5,11:32 AM,UNWANTED GUEST,CLOSED,20 EVERETT ST,CAMBRIDGE,"Officers dispatched to a report of an unwanted guest hanging around the rear of the building. Officers arrived, located individual and sent them on their way.",42.3795808,-71.1177402
08-10-2018,5,12:36 PM,FIELD INTERVIEW,CLOSED,124 MT AUBURN ST,CAMBRIDGE,"Officers dispatched to a report of an individual bothering staff members. Officers arrived, located individual and conducted a field interview. The individual was run for wants/warrants with negative results and sent on their way.",42.3730737,-71.1235453
08-10-2018,5,1:33 PM,SUSPICIOUS ACTIVITY,CLOSED,1414 MASSACHUSETTS AVE,CAMBRIDGE,Officer dispatched to a report of two individuals possibly fighting in the area. Officer arrived and report negative results.,42.3739528,-71.1195531
08-10-2018,5,5:30 PM,PROPERTY DAMAGE,CLOSED,18 HARVARD YARD,CAMBRIDGE,Officer dispatched to take a report of damage done to a bicycle.,42.3743935,-71.1162572
08-10-2018,5,6:11 PM,FIELD INTERVIEW,CLOSED,79 N HARVARD ST,ALLSTON,"Officers dispatched to a report of an individual refusing to leave the pool area. Officers arrived, located individual and conducted a field interview. The individual was run for wants/warrants with negative results and sent on their way.",42.3667301,-71.127491
08-10-2018,5,8:35 PM,ASSIST CPD - THEFT REPORT,CLOSED,WALKER ST,CAMBRIDGE,Officers dispatched to search the area for a suspect wanted in a recent breaking and entering into a motor vehicle. Officers arrived and report negative results.,42.3814012,-71.1232693
08-09-2018,4,5:38 AM,SUSPICIOUS ACTIVITY,CLOSED,9 HARVARD YARD,CAMBRIDGE,Officers dispatched to a report of an individual screaming and loud noise coming from the area. Officers arrived and report negative results.,42.3743935,-71.1162572
08-09-2018,4,7:46 AM,UNWANTED GUEST,CLOSED,8 STORY ST,CAMBRIDGE,"Officers dispatched to a report of an unwanted guest sleeping in the alley. Officers arrived, located individual and sent them on their way.",42.3739234,-71.1220834
08-09-2018,4,9:56 AM,ANNOYING CALLS/TEXTS/EMAILS,CLOSED,1280 MASSACHUSETTS AVE,CAMBRIDGE,Officers dispatched to take a report of annoying phone calls and emails an office has received.,42.3726497,-71.1168055
08-09-2018,4,12:09 PM,SUSPICIOUS ACTIVITY,CLOSED,77 AVE LOUIS PASTEUR,BOSTON,Officers dispatched to a report of a patient causing a disturbance. Officers arrived and report individual gone on arrival.,42.33854,-71.1026766
08-09-2018,4,12:49 PM,MOTOR VEHICLE ACCIDENT,CLOSED,200 LONGWOOD AVE,BOSTON,Officer dispatched to take a report of a motor vehicle accident with no personal injuries.,42.3358831,-71.1035154
08-09-2018,4,3:21 PM,THEFT REPORT,CLOSED,77 AVE LOUIS PASTEUR,BOSTON,"Officer dispatched to take a report of a stolen Critical Cycles Harper bicycle valued at $200.00. The reporting individual informed the officer that their bicycle was secured to the bike rack with a cable lock valued at $15.00, which was also",42.33854,-71.1026766
08-09-2018,4,3:53 PM,ASSIST OTHER PD,CLOSED,1525 MASSACHUSETTS AVE,CAMBRIDGE,Officer dispatched to take a report of suspicious activity.,42.3757321,-71.1189638
08-09-2018,4,6:04 PM,THEFT REPORT,CLOSED,111 WESTERN AVE,ALLSTON,Officer dispatched to take a report of a stolen EGO Lithium battery valued at $150.00.,42.3644675,-71.1199197
08-09-2018,4,6:54 PM,THEFT REPORT,CLOSED,77 AVE LOUIS PASTEUR,BOSTON,"Officer dispatched to take a report of a stolen black bicycle valued at $200.00. The reporting individual informed the officer that their bicycle was secured to the bike rack with a cable lock valued at $15.00, which was also stolen.",42.33854,-71.1026766
08-08-2018,3,10:18 AM,SUSPICIOUS ACTIVITY,CLOSED,1350 MASSACHUSETTS AVE,CAMBRIDGE,Officer dispatched to take a report of suspicious posts to a Facebook page.,42.372708,-71.1188362
08-08-2018,3,10:43 AM,ASSIST CAMBRIDGE POLICE,CLOSED,1465 MASSACHUSETTS AVE,CAMBRIDGE,Officer while on paid detail assisted CPD with placing an individual under arrest.,42.3746399,-71.1185729
08-08-2018,3,11:28 AM,THEFT REPORT,CLOSED,1 OXFORD ST,CAMBRIDGE,"Officer dispatched to take a report of a stolen black wallet valued at $30.00, 170 Swiss Franc, a license, a credit/debit card and a passport.",42.376431,-71.1169182
08-08-2018,3,3:19 PM,MOTOR VEHICLE ACCIDENT,CLOSED,180 LONGWOOD AVE,BOSTON,Officers dispatched to take a report of a motor vehicle accident with no personal injuries.,42.336146,-71.1014026
08-08-2018,3,4:24 PM,THEFT REPORT,CLOSED,77 AVE LOUIS PASTEUR,BOSTON,Officer dispatched to take a report of an attempted theft of several packages.,42.33854,-71.1026766
08-07-2018,2,9:28 AM,ASSIST BOSTON POLICE,CLOSED,LONGWOOD AVE / AVE LOUIS PASTEUR,BOSTON,Officer dispatched to take a report of a pedestrian struck by a motor vehicle.,42.3379464,-71.1027441
08-07-2018,2,10:22 AM,UNWANTED GUEST,CLOSED,64 BRATTLE ST,CAMBRIDGE,"Officers dispatched to a report of an unwanted guest sleeping on the west side of the building. Officers arrived, located individual and sent them on their way.",42.3748457,-71.1229902
08-07-2018,2,12:09 PM,TRESPASS WARNING,CLOSED,10 SHATTUCK ST,BOSTON,"Officers dispatched to a report of an unwanted guest in the building disturbing staff members and refusing to leave the building. Officers arrived, located individual and conducted a field interview. The individual was run for wants/warrants with negative results. The individual was then issued a verbal trespass warning for all Harvard University property and escorted out of the building.",42.33522,-71.1035841
08-07-2018,2,3:11 PM,ASSIST OTHER PD,CLOSED,1033-6 MASSACHUSETTS AVE,CAMBRIDGE,"Officer dispatched to take a report of a stolen Xbox valued at $300.00, an Xboc Kinect valued at $100.00 and a Samsung television power cable valued at $50.00.",42.3698581,-71.1119844
08-06-2018,1,7:52 AM,UNWANTED GUEST,CLOSED,8 STORY ST,CAMBRIDGE,"Officers dispatched to a report of an unwanted guest sleeping in the alleyway. Officers arrived, located individual and sent them on their way.",42.3739234,-71.1220834
08-06-2018,1,11:32 AM,ASSIST BOSTON POLICE,CLOSED,BOYLSTON ST,BOSTON,Officer took a walk in report of a motor vehicle accident with no personal injuries.,42.3486464,-71.0827003
08-06-2018,1,12:42 PM,ANNOYING CALLS/TEXTS/EMAILS,CLOSED,79 JFK ST,CAMBRIDGE,Officer dispatched to take a report of annoying emails and letters an office has received.,42.3709808,-71.1221527
08-06-2018,1,3:30 PM,THEFT REPORT,CLOSED,28 TRAVIS ST,ALLSTON,Officer dispatched to take a report of stolen food and drink valued at $11.25.,42.3621551,-71.1278739
08-06-2018,1,7:57 PM,THEFT REPORT,CLOSED,900 MEMORIAL DR,CAMBRIDGE,"Officer dispatched to take a report of a stolen green Trek bicycle valued at $350.00. The reporting individual informed the officer that their bicycle was secured to the bike rack with a cable lock valued at $25.00, which was also stolen.",42.3662518,-71.1152777
08-05-2018,0,12:27 AM,DOMESTIC DISTURBANCE,OPEN,10 AKRON ST,CAMBRIDGE,Officers dispatched to take a report of a domestic disturbance.,42.3656392,-71.1153191
08-05-2018,0,1:44 PM,THEFT REPORT,CLOSED,7 HARVARD YARD,CAMBRIDGE,Officer dispatched to take a report of stolen U.S. currency valued at $464.00.,42.3743935,-71.1162572
08-05-2018,0,6:25 PM,THEFT REPORT,CLOSED,111 WESTERN AVE,ALLSTON,Officer dispatched to take a report of a stolen blue Kent bicycle valued at $100.00. The reporting individual informed the officer that their bicycle was secured to the bike rack with a cable lock which was cut and left at the scene.,42.3644675,-71.1199197
08-04-2018,6,6:16 AM,UNWANTED GUEST,CLOSED,1 OXFORD ST,CAMBRIDGE,"Officers dispatched to a report of an unwanted guest sleeping in the area. Officers arrived, located individual and sent them on their way.",42.376431,-71.1169182
08-04-2018,6,11:26 AM,TRESPASS WARNING,CLOSED,1 OXFORD ST,CAMBRIDGE,"Officers dispatched to a report of an individual watching pornographic material on a computer. Officers arrived, located individual and conducted a field interview. The individual was run for wants/warrants with negative results. The individual was then issued a verbal trespass warning for the Science Center and was escorted out of the building.",42.376431,-71.1169182
08-03-2018,5,3:23 AM,THEFT REPORT,CLOSED,1 OXFORD ST,CAMBRIDGE,"Officer dispatched to take a report of a stolen green backpack valued at $25.00, an iPhone 7 Plus valued at $900.00, credit/debit cards and a license.",42.376431,-71.1169182
08-03-2018,5,6:37 AM,ASSIST CAMBRIDGE POLICE,CLOSED,20 ARROW ST,CAMBRIDGE,Officer dispatched to a report of a possible breaking and entering. Officer arrived and report CPD on scene taking over call.,42.371003,-71.1141492
08-03-2018,5,7:36 AM,ASSAULT REPORT,OPEN,77 AVE LOUIS PASTEUR,BOSTON,Officer dispatched to take a report of an assault and battery.,42.33854,-71.1026766
08-03-2018,5,9:26 AM,MOTOR VEHICLE ACCIDENT,CLOSED,1533 MASSACHUSETTS AVE,CAMBRIDGE,Officer dispatched to take a report of a motor vehicle accident with no personal injuries.,42.377565,-71.119489
08-03-2018,5,12:42 PM,ASSIST STATE POLICE,CLOSED,FLAGG ST / MEMORIAL DR,CAMBRIDGE,Officer dispatched to take a report of a motor vehicle accident with personal injuries. Officer arrived and report MSP on scene taking over call.,42.360241,-71.085934
08-03-2018,5,9:51 PM,THEFT REPORT,CLOSED,7 HARVARD YARD,CAMBRIDGE,Officer dispatched to take a report of an attempted forcible breaking and entering into a room.,42.3743935,-71.1162572
08-02-2018,4,9:41 AM,THEFT REPORT,CLOSED,1350 MASSACHUSETTS AVE,CAMBRIDGE,"Officer dispatched to take a report of a stolen Klein tool bag valued at $100.00 and Klein and Milwaukee tools valued at $1,000.00.",42.372708,-71.1188362
08-02-2018,4,1:53 PM,SUSPICIOUS ACTIVITY,CLOSED,11 HARVARD YARD,CAMBRIDGE,Officer took a walk in report of a suspicious letter an individual received.,42.3743935,-71.1162572
08-02-2018,4,1:57 PM,UNWANTED GUEST,CLOSED,33 KIRKLAND ST,CAMBRIDGE,Officer dispatched to take a report of an ongoing unwanted guest issue.,42.3771666,-71.1134286
08-02-2018,4,10:21 PM,THEFT REPORT,CLOSED,1 OXFORD ST,CAMBRIDGE,"Officer dispatched to take a report of a stolen black and red book bag valued at $30.00, $200.00 in U.S. currency, a passport and a TI-83 calculator valued at $100.00.",42.376431,-71.1169182
08-01-2018,3,2:53 AM,MOTOR VEHICLE ACCIDENT,CLOSED,117 WESTERN AVE,ALLSTON,Officer dispatched to take a report of a motor vehicle accident with no personal injuries.,42.3651974,-71.1221999
08-01-2018,3,7:37 AM,THEFT REPORT,CLOSED,140 WESTERN AVE,ALLSTON,"Officer dispatched to take a report of stolen welding lead copper valued at $1,300.00.",42.363112,-71.125901
08-01-2018,3,8:45 AM,SUSPICIOUS MAIL/ PACKAGE/BAG,CLOSED,1306 MASSACHUSETTS AVE,CAMBRIDGE,Officer dispatched to a report of a suspicious bag left in the first floor restroom. Officer arrived and report owner notified that their property was found.,42.3728137,-71.1175233
08-01-2018,3,12:40 PM,ASSIST BPD - THEFT REPORT,CLOSED,279 TREMONT ST,BOSTON,"Officer dispatched to take a report of a stolen iPhone 7 valued at $1,400.00.",42.349951,-71.0656551
08-01-2018,3,2:41 PM,THEFT REPORT,CLOSED,1515 MASSACHUSETTS AVE,CAMBRIDGE,"Officer dispatched to take a report of a stolen black laptop sleeve valued at $50.00, an HP laptop valued at $1,250.00, a black and orange Under Armour bag valued at $50.00, a Dell laptop valued at $500.00 and prescription eye glasses valued at $200.00.",42.3769912,-71.1195567
08-01-2018,3,3:38 PM,SUSPICIOUS MAIL/ PACKAGE/BAG,CLOSED,49 HARVARD WAY,ALLSTON,Officer dispatched to take a report of a suspicious package that was deemed safe.,42.3676816,-71.124352
07-31-2018,2,9:35 AM,ASSIST OTHER PD,CLOSED,1033-6 MASSACHUSETTS AVE,CAMBRIDGE,Officer took a report of a suspicious post on an individual's Facebook page.,42.3698581,-71.1119844
07-31-2018,2,2:44 PM,ASSIST CAMBRIDGE POLICE,CLOSED,MASSACHUSETTS AVE / TROWBRIDGE ST,CAMBRIDGE,Officer while on patrol observed a motor vehicle accident. CPD arrived on scene and took over incident.,42.3700963,-71.1129341
07-30-2018,1,1:52 AM,SUSPICIOUS ACTIVITY,CLOSED,6 HARVARD YARD,CAMBRIDGE,Officers dispatched to a report of two individuals possibly attempting to take bicycle tires from the bike rack. Officers arrived and report individuals gone on arrival.,42.3743935,-71.1162572
07-30-2018,1,2:40 AM,SUSPICIOUS ACTIVITY,CLOSED,11 HARVARD YARD,CAMBRIDGE,"Officers dispatched to a report of an individual in the construction site who may not have authorization to be there. Officers arrived, located individual who stated they mistakenly came into the construction site. The individual was then sent on their way.",42.3743935,-71.1162572
07-30-2018,1,7:45 AM,UNWANTED GUEST,CLOSED,8 STORY ST,CAMBRIDGE,Officers dispatched to a report of an unwanted guest sleeping in the alleyway. Officers arrived and report individual gone on arrival.,42.3739234,-71.1220834
07-30-2018,1,9:14 AM,A SERVICE,CLOSED,188 LONGWOOD AVE,BOSTON,Officer dispatched to obtain a copy of a restraining order.,42.3361278,-71.1020562
